,Unnamed: 0,Student ID,Date of Birth,Registration Date,Faculty,Program,Education Level,Semester,Course code,Course name,Credits,Num Grade,Letter Grade
1692,102,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2019 Fall,CS303,DIGITAL DESIGN,3|6,5.0,F
1693,103,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2019 Fall,EE221,OBJECT ORIENTED PROGRAMMING,3|6,6.0,C
1694,104,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2019 Fall,EE311,CONTROL SYSTEM DESIGN,3|6,6.0,C
1695,105,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2019 Fall,EE322,POWER SYSTEMS,3|6,6.0,C
1696,106,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2019 Fall,ENS211,SIGNALS AND SYSTEMS,3|6,6.0,C
1697,107,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,EE200,INTRODUCTION TO ELECTRICAL ENGINEERING,3|6,6.0,C
1698,108,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,ENS205,MATERIALS SCIENCE,3|6,5.0,F
1699,109,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,ENS207,ENGINEERING GRAPHICS,3|6,7.0,C+
1700,110,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,,W
1701,111,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,MATH202,DIFFERENTIAL EQUATIONS,3|6,,W
1702,112,140302075,1995-11-22,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Spring,MATH203,INTRODUCTION TO PROBABILITY AND STATISTICS,3|6,6.0,C
1703,113,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,CS103,INTRODUCTION TO PROGRAMMING,3|6,5.0,F
1704,114,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,ENS203,ELECTRICAL CIRCUITS I,3|6,7.0,C+
1705,115,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,5.0,F
1706,116,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,MATH202,DIFFERENTIAL EQUATIONS,3|6,5.0,N
1707,117,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,MATH203,INTRODUCTION TO PROBABILITY AND STATISTICS,3|6,10.0,A
1708,118,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2016 Spring,POLS102,INTRODUCTION TO POLITICAL SCIENCE,3|6,5.0,F
1709,119,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),11.Semester: 2020 Spring,EE370,WORK PLACEMENT/INTERNSHIP,3|6,,S
1710,120,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),11.Semester: 2020 Spring,ENS490,GRADUATION PROJECT(SENIOR STANDING),3|6,,
1711,121,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),11.Semester: 2020 Spring,MATH205,NUMERICAL ANALYSIS,3|6,,
1712,122,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2017 Fall,EE305,INSTRUMENTATION AND MEASUREMENTS,3|6,6.0,C
1713,123,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2017 Fall,ENS201,ELECTROMAGNETISM-I,3|6,6.0,C
1714,124,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2017 Fall,ENS221,INTRODUCTION TO ENGINEERING,3|6,6.0,C
1715,125,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2017 Fall,MATH207,VECTOR CALCULUS,3|6,6.0,C
1716,126,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2017 Fall,NS102,PHYSICS,3|6,5.0,F
1717,127,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,EE200,INTRODUCTION TO ELECTRICAL ENGINEERING,3|6,5.0,F
1718,128,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,EE201,ANALOG ELECTRONICS I,3|6,5.0,N
1719,129,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,ENS207,ENGINEERING GRAPHICS,3|6,6.0,C
1720,130,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,5.0,N
1721,131,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,MATH202,DIFFERENTIAL EQUATIONS,3|6,5.0,N
1722,132,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2017 Spring,PSY103,INTRODUCTION TO PSYCHOLOGY,3|6,5.0,N
1723,133,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2015 Fall,CS103,INTRODUCTION TO PROGRAMMING,3|6,5.0,F
1724,134,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2015 Fall,CS303,DIGITAL DESIGN,3|6,6.0,C
1725,135,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2015 Fall,ENS211,SIGNALS AND SYSTEMS,3|6,,W
1726,136,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2015 Fall,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,5.0,F
1727,137,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2015 Fall,MATH201,LINEAR ALGEBRA,3|6,6.0,C
1728,138,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,EE200,INTRODUCTION TO ELECTRICAL ENGINEERING,3|6,5.0,N
1729,139,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,HUM101,SCIENCE AND TECHNOLOGY,3|6,9.0,A-
1730,140,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,MAN111,COMMUNICATION AND REPORTING,2|4,7.0,B-
1731,141,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,MATH102,CALCULUS II,3|6,9.0,A-
1732,142,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,SPS103,LAW AND ETHICS,3|6,7.0,B-
1733,143,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2015 Spring,TURK122,SPOKEN TURKISH II ,1|2,10.0,A
1734,144,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,ECON101,ECONOMICS,3|6,8.0,B
1735,145,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,ENG111,FRESHMAN ENGLISH,2|4,9.0,A-
1736,146,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,HIST191,HISTORY OF CIVILIZATION,3|6,6.0,C
1737,147,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,MATH101,CALCULUS I,3|6,9.0,A-
1738,148,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,NS102,PHYSICS,3|6,,W
1739,149,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2014 Fall,TURK121,SPOKEN TURKISH I  ,1|2,10.0,A
1740,150,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,EE305,INSTRUMENTATION AND MEASUREMENTS,3|6,5.0,N
1741,151,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,EE435,MICROPROCESSORS-I,3|6,5.0,F
1742,152,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,ENS201,ELECTROMAGNETISM-I,3|6,5.0,F
1743,153,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,ENS206,SYSTEMS MODELING,3|6,5.0,F
1744,154,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,ENS211,SIGNALS AND SYSTEMS,3|6,5.0,F
1745,155,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2016 Fall,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,5.0,F
1746,156,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2018 Spring,EE201,ANALOG ELECTRONICS I,3|6,6.0,C
1747,157,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2018 Spring,EE202,ELECTRICAL CIRCUITS II,3|6,6.0,C
1748,158,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2018 Spring,EE332,ELECTROMAGNETISM II,3|6,6.0,C
1749,159,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2018 Spring,ENS213,PROGRAMMING FOR ENGINEERS (+),3|6,6.0,C
1750,160,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2018 Spring,MATH202,DIFFERENTIAL EQUATIONS,3|6,5.0,F
1751,161,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,EE221,OBJECT ORIENTED PROGRAMMING,3|6,6.0,C
1752,162,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,EE301,ANALOG ELECTRONICS II,3|6,6.0,C
1753,163,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,EE322,POWER SYSTEMS,3|6,6.0,C
1754,164,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,ENS211,SIGNALS AND SYSTEMS,3|6,6.0,C
1755,165,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,MATH202,DIFFERENTIAL EQUATIONS,3|6,6.0,C
1756,166,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2018 Fall,NS102,PHYSICS,3|6,6.0,C
1757,167,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,CS302,ALGORITHMS AND DATA STRUCTURES,3|6,6.0,C
1758,168,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,CS414,COMPUTER VISION,3|6,6.0,C
1759,169,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,EE311,CONTROL SYSTEM DESIGN,3|6,6.0,C
1760,170,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,EE403,INDUSTRIAL PROCESS INSTRUMENTATION,3|6,8.0,B+
1761,171,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,EE434,DIGITAL COMMUNICATIONS,3|6,7.0,C+
1762,172,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Fall,ENS490,GRADUATION PROJECT(SENIOR STANDING),3|6,5.0,F
1763,173,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,EE321,ELECTRICAL MACHINES,3|6,7.0,C+
1764,174,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,EE325,EMBEDDED SYSTEMS,3|6,7.0,C+
1765,175,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,EE435,MICROPROCESSORS-I,3|6,7.0,B-
1766,176,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,EE436,PROGRAMMABLE LOGIC CONTROLLERS,3|6,6.0,C
1767,177,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,ENS206,SYSTEMS MODELING,3|6,6.0,C
1768,178,140302125,1995-08-18,2014-09-22,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2019 Spring,MATH205,NUMERICAL ANALYSIS,3|6,5.0,F
1769,179,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,EE321,ELECTRICAL MACHINES,3|6,7.0,C+
1770,180,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,EE325,EMBEDDED SYSTEMS,3|6,5.0,F
1771,181,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,EE422,POWER ELECTRONICS ,3|6,6.0,C
1772,182,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,EE435,MICROPROCESSORS-I,3|6,,W
1773,183,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,EE436,PROGRAMMABLE LOGIC CONTROLLERS,3|6,,W
1774,184,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2019 Spring,ENS206,SYSTEMS MODELING,3|6,5.0,F
1775,185,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Fall,EE221,OBJECT ORIENTED PROGRAMMING,3|6,,W
1776,186,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Fall,ENS201,ELECTROMAGNETISM-I,3|6,6.0,C
1777,187,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Fall,ENS203,ELECTRICAL CIRCUITS I,3|6,8.0,B
1778,188,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Fall,MATH202,DIFFERENTIAL EQUATIONS,3|6,8.0,B+
1779,189,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2017 Fall,MATH207,VECTOR CALCULUS,3|6,9.0,A-
1780,190,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,CS302,ALGORITHMS AND DATA STRUCTURES,3|6,5.0,F
1781,191,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,CS303,DIGITAL DESIGN,3|6,5.0,F
1782,192,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,CS412,WEB APPLICATION DEVELOPMENT,3|6,5.0,F
1783,193,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,EE322,POWER SYSTEMS,3|6,6.0,C
1784,194,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,EE325,EMBEDDED SYSTEMS,3|6,5.0,F
1785,195,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),9.Semester: 2019 Fall,ENS211,SIGNALS AND SYSTEMS,3|6,5.0,F
1786,196,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,CS304,COMPUTER ARCHITECTURE,3|6,,
1787,197,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,CS310,HUMAN COMPUTER INTERACTION,3|6,,
1788,198,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,EE325,EMBEDDED SYSTEMS,3|6,,
1789,199,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,ENS206,SYSTEMS MODELING,3|6,,
1790,200,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,ME411,RENEWABLE ENERGY TECHNOLOGY,3|6,,
1791,201,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),10.Semester: 2020 Spring,SE308,COMMUNICATION SYSTEMS AND NETWORKS,3|6,,
1792,202,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2018 Spring,EE201,ANALOG ELECTRONICS I,3|6,6.0,C
1793,203,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2018 Spring,EE202,ELECTRICAL CIRCUITS II,3|6,6.0,C
1794,204,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2018 Spring,EE305,INSTRUMENTATION AND MEASUREMENTS,3|6,6.0,C
1795,205,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2018 Spring,EE332,ELECTROMAGNETISM II,3|6,7.0,C+
1796,206,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2018 Spring,MATH205,NUMERICAL ANALYSIS,3|6,6.0,C
1797,207,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,EE200,INTRODUCTION TO ELECTRICAL ENGINEERING,3|6,,W
1798,208,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,ENG111,FRESHMAN ENGLISH,2|4,10.0,A
1799,209,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,HUM101,SCIENCE AND TECHNOLOGY,3|6,8.0,B+
1800,210,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,MAN111,COMMUNICATION AND REPORTING,2|4,10.0,A
1801,211,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,MATH102,CALCULUS II,3|6,9.0,A-
1802,212,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,NS104,GENERAL CHEMISTRY,3|6,9.0,A-
1803,213,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2016 Spring,TURK122,SPOKEN TURKISH II ,1|2,9.0,A-
1804,214,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,CS303,DIGITAL DESIGN,3|6,5.0,N
1805,215,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,EE221,OBJECT ORIENTED PROGRAMMING,3|6,6.0,C
1806,216,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,EE301,ANALOG ELECTRONICS II,3|6,6.0,C
1807,217,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,EE311,CONTROL SYSTEM DESIGN,3|6,6.0,C
1808,218,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,EE322,POWER SYSTEMS,3|6,5.0,F
1809,219,150302102,1996-06-03,2015-09-21,Faculty of Engineering and Natural Sciences,Electrical and Electronics Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2018 Fall,ENS207,ENGINEERING GRAPHICS,3|6,6.0,C
